w scaling repl S1 S2 S3 S4 S5 D1 D2 D3 D4 D5 D6 D7 D8 s bm bmm prome prova prosu compratio prank
19 True 2 0.0977523539536296 0.03184165232358 0 0.178495494583376 0.667814113597246 0.0156930241976309 0.0040498126961628 0.00106307583274274 0 0 0.00329047281563228 0 0 75 14.9767421390667 0.199689895187667 0.0378684451472333 0.00286647527592333 2.84013338604333 0.26728320194057 12
21 False 2 0.0262425883903082 0.00424566283580997 0 0.462887050728351 0.506148891003587 0.000439206500256204 0 0 0 0 3.6600541688017e-05 0 0 108 22.1218055912 0.204831533252 0.0285005044735333 0.00255026682857 3.07805448313667 0.914527442331333 13
18 False 1.75 0.0896069287141905 0.148234510326449 0 0.296469020652898 0.361425716189207 0.0579613590939374 0.0223184543637575 0.00799467021985343 0.00266489007328448 0 0.0123251165889407 0.00033311125916056 0.000666222518321119 29 6.101068142145 0.210381660074 0.02841019450675 0.004616075664265 0.82389564069575 0.820276497695852 14
22 False 2 0.137380191693291 0.0335463258785942 0 0.519169329073482 0.297124600638978 0.00958466453674121 0.00159744408945687 0 0 0 0.00159744408945687 0 0 33 6.99899721064 0.212090824565 0.0284822054185 0.00256126423649333 0.939912778811 1.74731182795699 15
18 True 1.75 0.0896069287141905 0.148234510326449 0 0.296469020652898 0.361425716189207 0.0579613590939374 0.0223184543637575 0.00799467021985343 0.00266489007328448 0 0.0123251165889407 0.00033311125916056 0.000666222518321119 29 6.2630315205625 0.21596660415725 0.029629977011175 0.0049473726811925 0.8592693333245 0.820276497695852 16
9 True 1.75 0.0753186558516802 0.0139049826187717 0 0.476245654692932 0.434530706836616 0 0 0 0 0 0 0 0 37 8.199071285255 0.22159652122275 0.03158650101455 0.0035919610024825 1.1687005375375 1.096 17
25 False 2 0.133581659211695 0.0440129046335115 0.0012156538815205 0.349671929305051 0.378894378380063 0.00635880491872263 0.00615619593846921 0.0415815968704705 0.0182348082228075 0.00271184327416112 0.00204167510870751 0.00174555429141405 0.0137929959634057 156 35.7355882124667 0.229074283413 0.0296201229903 0.00501258240426333 4.62073918648667 0.92287441898729 18
21 True 2 0.0262425883903082 0.00424566283580997 0 0.462887050728351 0.506148891003587 0.000439206500256204 0 0 0 0 3.6600541688017e-05 0 0 108 25.7700404824 0.238611485948 0.0348860898731667 0.00394478662549 3.76769770630333 0.914527442331333 19
22 True 2 0.137380191693291 0.0335463258785942 0 0.519169329073482 0.297124600638978 0.00958466453674121 0.00159744408945687 0 0 0 0.00159744408945687 0 0 33 8.20289576273333 0.248572598870667 0.0351964318162667 0.00379248724818 1.16148224993667 1.74731182795699 20
25 True 2 0.133581659211695 0.0440129046335115 0.0012156538815205 0.349671929305051 0.378894378380063 0.00635880491872263 0.00615619593846921 0.0415815968704705 0.0182348082228075 0.00271184327416112 0.00204167510870751 0.00174555429141405 0.0137929959634057 156 39.124230207 0.250796347480667 0.0324257089193667 0.00723221882880667 5.05841059142 0.92287441898729 21
1 False 1.75 0.174311926605505 0.036697247706422 0 0.403669724770642 0.385321100917431 0 0 0 0 0 0 0 0 9 2.3917229055275 0.26574698950325 0.03652153687215 0.0019448275629975 0.3286938318495 1.04761904761905 22
1 True 1.75 0.174311926605505 0.036697247706422 0 0.403669724770642 0.385321100917431 0 0 0 0 0 0 0 0 9 2.78714816877 0.30968312986325 0.045557883881725 0.00288987557805 0.4100209549355 1.04761904761905 23
5 False 1.75 0.166666666666667 0.287878787878788 0 0.204545454545455 0.340909090909091 0 0 0 0 0 0 0 0 9 3.1272352970675 0.347470588563 0.050667422854875 0.0051306483218775 0.45600680569375 0.6 24
24 False 2 0.106598984771574 0.0203045685279188 0 0.314720812182741 0.558375634517767 0 0 0 0 0 0 0 0 13 4.61813242932667 0.355240956102333 0.0472795685555667 0.00392138500454333 0.614634391222667 0.563636363636364 25
26 False 2 0.0797665369649805 0.0291828793774319 0 0.405642023346304 0.485408560311284 0 0 0 0 0 0 0 0 75 27.3405868968333 0.364541158624667 0.0368424198441333 0.00558139408067333 2.76318148831 0.835671342685371 26
26 True 2 0.0797665369649805 0.0291828793774319 0 0.405642023346304 0.485408560311284 0 0 0 0 0 0 0 0 75 27.4321912522333 0.365762550029333 0.0416795842793333 0.00675449617687333 3.12596882095 0.835671342685371 27
5 True 1.75 0.166666666666667 0.287878787878788 0 0.204545454545455 0.340909090909091 0 0 0 0 0 0 0 0 9 3.7258027675125 0.41397808527875 0.0622434703073 0.0070427335880525 0.56019123276575 0.6 28
24 True 2 0.106598984771574 0.0203045685279188 0 0.314720812182741 0.558375634517767 0 0 0 0 0 0 0 0 13 5.41411053572 0.416470041209333 0.0581091609872667 0.00570978893377667 0.755419092835 0.563636363636364 29
14 False 1.75 0.0382165605095541 0.0700636942675159 0 0.286624203821656 0.605095541401274 0 0 0 0 0 0 0 0 13 5.6172824539075 0.43209865030025 0.04550827162175 0.005222939212915 0.59160753108275 0.473684210526316 30
10 False 1.75 0.132352941176471 0.0441176470588235 0 0.411764705882353 0.411764705882353 0 0 0 0 0 0 0 0 10 4.4489465916325 0.44489465916325 0.057027343628925 0.0049316386324875 0.57027343628925 1 31
12 True 1.75 0.105610561056106 0.0429042904290429 0 0.298679867986799 0.552805280528053 0 0 0 0 0 0 0 0 21 9.5548416766125 0.454992460791 0.058968419237925 0.0078694437513875 1.2383368039925 0.540298507462687 32
12 False 1.75 0.105610561056106 0.0429042904290429 0 0.298679867986799 0.552805280528053 0 0 0 0 0 0 0 0 21 9.72320713537 0.46300986358925 0.054138987943025 0.006985774172645 1.136918746805 0.540298507462687 33
2 False 1.75 0.153846153846154 0 0 0.384615384615385 0.461538461538462 0 0 0 0 0 0 0 0 5 2.396102729375 0.4792205458755 0.0659790371373 0.001523263201495 0.32989518568675 0.833333333333333 34
14 True 1.75 0.0382165605095541 0.0700636942675159 0 0.286624203821656 0.605095541401274 0 0 0 0 0 0 0 0 13 6.41248943902 0.493268418386 0.0481228223874 0.005169009991585 0.625596691036 0.473684210526316 35
10 True 1.75 0.132352941176471 0.0441176470588235 0 0.411764705882353 0.411764705882353 0 0 0 0 0 0 0 0 10 5.14593503213 0.514593503213 0.0679827325369 0.006325282332565 0.679827325369 1 36
3 False 1.75 0.129593810444874 0.0502901353965184 0 0.388781431334623 0.404255319148936 0.00386847195357834 0.00773694390715667 0.00773694390715667 0.00386847195357834 0 0 0 0.00386847195357834 22 11.560306335225 0.52546846978275 0.06156253026545 0.0069524267464025 1.3543756658425 0.961722488038278 37
2 True 1.75 0.153846153846154 0 0 0.384615384615385 0.461538461538462 0 0 0 0 0 0 0 0 5 2.866639902585 0.573327980517 0.08440590134505 0.0021096566318825 0.42202950672525 0.833333333333333 38
3 True 1.75 0.129593810444874 0.0502901353965184 0 0.388781431334623 0.404255319148936 0.00386847195357834 0.00773694390715667 0.00773694390715667 0.00386847195357834 0 0 0 0.00386847195357834 22 13.35169842695 0.60689538304375 0.069266040497425 0.00768860122125 1.5238528909425 0.961722488038278 39
15 False 1.75 0.092 0.06 0 0.376 0.472 0 0 0 0 0 0 0 0 19 11.56497468805 0.6086828783165 0.06013621046175 0.0059963721526125 1.1425879987725 0.796610169491526 40
15 True 1.75 0.092 0.06 0 0.376 0.472 0 0 0 0 0 0 0 0 19 13.146831487475 0.69193849934 0.06366018447965 0.005906512451915 1.209543505115 0.796610169491526 41
8 False 1.75 0.155737704918033 0.122950819672131 0 0.262295081967213 0.459016393442623 0 0 0 0 0 0 0 0 10 7.1277485725075 0.71277485725075 0.0858395682328 0.0093141880097175 0.858395682328 0.571428571428571 42
8 True 1.75 0.155737704918033 0.122950819672131 0 0.262295081967213 0.459016393442623 0 0 0 0 0 0 0 0 10 7.1383106232875 0.71383106232875 0.09078668578095 0.0099078141530375 0.9078668578095 0.571428571428571 43
17 False 1.75 0.163265306122449 0.0204081632653061 0 0.36734693877551 0.448979591836735 0 0 0 0 0 0 0 0 11 8.0161493763975 0.7287408524 0.083861572467475 0.0049786163376 0.92247729714225 0.818181818181818 44
4 False 1.75 0.125 0 0 0.4375 0.4375 0 0 0 0 0 0 0 0 6 4.4489327822 0.741488797033 0.0950447984139 0.005616671019225 0.5702687904835 1 45
16 False 1.75 0.0853658536585366 0.0365853658536585 0 0.475609756097561 0.402439024390244 0 0 0 0 0 0 0 0 14 11.058154384675 0.7898681703325 0.086450170604175 0.00616764605232 1.2103023884575 1.18181818181818 46
16 True 1.75 0.0853658536585366 0.0365853658536585 0 0.475609756097561 0.402439024390244 0 0 0 0 0 0 0 0 14 11.761958958025 0.8401399255725 0.0944610432877 0.0070871811636675 1.322454606025 1.18181818181818 47
17 True 1.75 0.163265306122449 0.0204081632653061 0 0.36734693877551 0.448979591836735 0 0 0 0 0 0 0 0 11 9.255784351285 0.84143494102625 0.094796210774275 0.0054307801157425 1.042758318515 0.818181818181818 48
4 True 1.75 0.125 0 0 0.4375 0.4375 0 0 0 0 0 0 0 0 6 5.1465865289575 0.8577644214935 0.1132936099585 0.007174468638 0.67976165975 1 49
11 False 1.75 0.130434782608696 0.0173913043478261 0 0.347826086956522 0.504347826086956 0 0 0 0 0 0 0 0 14 15.142676888825 1.0816197777725 0.099389901408875 0.0067416294759425 1.391458619725 0.689655172413793 50
11 True 1.75 0.130434782608696 0.0173913043478261 0 0.347826086956522 0.504347826086956 0 0 0 0 0 0 0 0 14 15.289410520475 1.0921007514625 0.11385540719325 0.00797413308957 1.593975700705 0.689655172413793 51
13 True 1.75 0.125 0 0 0.333333333333333 0.541666666666667 0 0 0 0 0 0 0 0 8 9.346688869335 1.168336108665 0.1562534371595 0.0035859476386875 1.250027497275 0.615384615384615 52
13 False 1.75 0.125 0 0 0.333333333333333 0.541666666666667 0 0 0 0 0 0 0 0 8 9.812445549125 1.2265556936425 0.1446683132195 0.0044915626634425 1.157346505755 0.615384615384615 53
