w repl scaling L S1 S2 S3 S4 S5 D1 D2 D3 D4 D5 D6 D7 D8 S b bm bprod bpred tlav tlvar tlmax tlmed dsk odsk idsk pp tp w_s repl_s scaling_s L_s S1_s S2_s S3_s S4_s S5_s D1_s D2_s D3_s D4_s D5_s D6_s D7_s D8_s S_s b_s bm_s bprod_s bpred_s compratio co prank
31 0 0 111 0.158333333333333 0.208333333333333 0.00277777777777778 0.261111111111111 0.268518518518519 0.0574074074074074 0.0277777777777778 0.00555555555555556 0 0 0.00740740740740741 0 0.00277777777777778 20 132.12 0.819938569355395 1.55022835305509 0.178130204030563 2.4 0.54 3 3 -0.621961190537 0.434381548335 0.388132645957 0.15 0.05 31 3 0 111 171 225 3 282 290 62 30 6 0 0 8 0 3 20 1.92047964463 0.09602398223158 0.4113089553092 0.0403854575708 0.294998030894068 0.2775 51
43 0 0 60 0.0901060070671378 0.102473498233216 0 0.452296819787986 0.337455830388693 0.00176678445229682 0.0141342756183746 0 0 0 0.00176678445229682 0 0 18 120.1607 0.824489944560258 1.57197072671006 0.454041243611541 2.05555555556 0.274691358025 2 3 0.136280787831 0.679630247154 1.10049677976 0.111111111111 0.222222222222 43 3 0 60 51 58 0 256 191 1 8 0 0 0 1 0 0 18 1.315356363602 0.07307535353338 0.4830906866754 0.02182343689062 0.369274155884209 0.185185185185185 52
63 0 0 326 0.0913987836663771 0.170460469157255 0 0.332059079061685 0.274196350999131 0.0507384882710686 0.0394439617723719 0.0147697654213727 0.0105994787141616 0.00104257167680278 0.0116420503909644 0.000868809730668983 0.00278019113814075 37 251.989048 0.833179941728283 1.70482883660077 0.468311563511026 2.05405405405 0.213294375457 2 3 0.00436571528237 0.966133693527 0.73716982813 0.0810810810811 0.027027027027 63 3 0 326 526 981 0 1911 1578 292 227 85 61 6 67 5 16 37 1.221167257262 0.03300452046654 0.2384796564636 0.01487436140802 0.344593970574709 0.238130021913806 53
45 0 0 64 0.0865800865800866 0.194805194805195 0 0.177489177489178 0.300865800865801 0.142857142857143 0.0454545454545455 0.00649350649350649 0.00432900432900433 0 0.038961038961039 0.00216450216450216 0 13 89.3443 0.837123498239337 1.40326640588415 0.546624534626897 2 0.307692307692 2 3 0.301765184421 0.567322003846 0.265876180882 0.153846153846 0.0769230769231 45 3 0 64 40 90 0 82 139 66 21 3 2 0 18 1 0 13 0.956762270001 0.07359709769236 0.2820683132972 0.03569324030966 0.201377473431016 0.378698224852071 54
59 0 0 576 0.130557515878617 0.138884968242766 0.00127028934368384 0.435497529992943 0.222159491884263 0.0258997882851094 0.0245589273112209 0.00797459421312632 0.00698659139026112 0.00127028934368384 0.00310515172900494 0.000564573041637262 0.00127028934368384 54 371.427344 0.837480112955112 1.78461738296255 0.568264564486068 2.51851851852 0.360768175583 3 3 0.558665217784 0.404423053916 1.13296441194 0.0555555555556 0.111111111111 59 3 0 576 1850 1968 18 6171 3148 367 348 113 99 18 44 8 18 54 2.074173773256 0.0384106254307 0.5156192513564 0.01033952978804 0.471334588046501 0.197530864197531 55
23 0 0 89 0.102306920762287 0.115346038114343 0 0.529588766298897 0.194583751253761 0.0140421263791374 0.0200601805416249 0.00702106318956871 0.0100300902708124 0 0.00100300902708124 0 0.00601805416248746 21 145.653 0.84110013944126 1.91388799389312 0.50269335101933 2.66666666667 0.31746031746 3 3 0.947268121229 0.441222921638 1.4373875448 0.047619047619 0.238095238095 23 3 0 89 102 115 0 528 194 14 20 7 10 0 1 0 6 21 0.4177720120916 0.01989390533768 0.243573291857 0.008709936011722 0.570735467639413 0.201814058956916 56
25 0 0 86 0.101330603889458 0.11668372569089 0 0.555783009211873 0.187308085977482 0.00818833162743091 0.0184237461617195 0.00409416581371546 0.00511770726714432 0 0.00102354145342886 0 0.00204708290685773 21 148.512 0.849542252005017 1.91388799389312 0.521778587954529 2.66666666667 0.31746031746 3 3 1.03090826604 0.555974603164 1.44028599748 0.047619047619 0.238095238095 25 3 0 86 99 114 0 543 183 8 18 4 5 0 1 0 2 21 0.4368092826876 0.02080044203274 0.2563235397544 0.009024287146654 0.598485530969664 0.195011337868481 57
110 0 0 67 0.14968814968815 0.205821205821206 0 0.222453222453222 0.234927234927235 0.0727650727650728 0.0602910602910603 0.0166320166320166 0.00415800415800416 0 0.0291060291060291 0.00207900207900208 0.00207900207900208 14 102.526 0.864705978247049 1.5536888851646 0.710455864335425 2.64285714286 0.372448979592 3 3 -0.285125083348 0.369859844681 0.542077275728 0.0714285714286 0 110 3 0 67 72 99 0 107 113 35 29 8 2 0 14 1 1 14 0.3457304751352 0.02469503393824 0.1957973423462 0.01153331790686 0.289344237338787 0.341836734693878 58
65 0 0 271 0.0660443407234539 0.228704784130688 0 0.310385064177363 0.308751458576429 0.0308051341890315 0.0375729288214702 0.00536756126021003 0.00396732788798133 0.000466744457409568 0.00630105017502917 0.000700116686114352 0.000933488914819137 30 224.8649 0.874800415362767 1.40053798939195 0.598198938460688 2.06666666667 0.395555555556 2 3 -0.0908274465945 0.107385903658 0.16736416095 0.166666666667 0.133333333333 65 3 0 271 283 980 0 1330 1323 132 161 23 17 2 27 3 4 30 3.698057788632 0.1232685929544 0.5199645125498 0.04392940903532 0.302177405794828 0.301111111111111 59
107 0 0 122 0.0962566844919786 0.181818181818182 0 0.39877769289534 0.184110007639419 0.0359052711993888 0.0779220779220779 0.00381970970206264 0.00458365164247517 0.000763941940412529 0.0160427807486631 0 0 21 157.7014 0.875616254077365 1.30102999566398 0.837908360055425 2.71428571429 0.299319727891 3 3 -0.279611800819 0.315669806433 0.438725165002 0.047619047619 0.238095238095 107 3 0 122 126 238 0 522 241 47 102 5 6 1 21 0 0 21 0.7881042079696 0.03752877180808 0.5608550413218 0.01136245833238 0.500507495380012 0.276643990929705 60
24 0 0 88 0.105210420841683 0.119238476953908 0 0.540080160320641 0.197394789579158 0.00801603206412826 0.0180360721442886 0.00400801603206413 0.00501002004008016 0 0.00100200400801603 0 0.00200400801603206 21 160.046 0.882025529640524 1.91388799389312 0.59124274258351 2.66666666667 0.31746031746 3 3 0.982186608243 0.46985056912 1.44762684266 0.047619047619 0.238095238095 24 3 0 88 105 119 0 539 197 8 18 4 5 0 1 0 2 21 0.4272188725226 0.0203437558344 0.2501050332708 0.008855691962588 0.572411588175906 0.199546485260771 61
100 0 0 14 0.087719298245614 0.140350877192982 0 0.280701754385965 0.298245614035088 0.105263157894737 0.0526315789473684 0 0 0 0.0350877192982456 0 0 7 54.65 0.892492126271306 1.1832698436828 0.817344971442151 2.57142857143 0.530612244898 3 3 0.0876950950025 1.38455036546 1.0393492741 0.142857142857 0 100 3 0 14 5 8 0 16 17 6 3 0 0 0 2 0 0 7 0.3404460222404 0.04863514603438 0.1936511746766 0.02446580792734 0.288065018499614 0.285714285714286 62
32 0 0 69 0.101694915254237 0.13135593220339 0 0.141949152542373 0.228813559322034 0.150423728813559 0.076271186440678 0.0190677966101695 0.038135593220339 0 0.0911016949152542 0.0127118644067797 0.00847457627118644 15 118.56176 0.897853378548137 1.00040370617388 0.879683132448993 2.46666666667 0.648888888889 3 4 0.158176040736 0.37488689385 0.234724617436 0.133333333333 0.133333333333 32 3 0 69 48 62 0 67 108 71 36 9 18 0 43 6 4 15 1.898294132004 0.1265529421336 0.8373586705746 0.01719821468118 0.209614293199345 0.306666666666667 63
56 0 0 68 0.109677419354839 0.124731182795699 0 0.133333333333333 0.23010752688172 0.152688172043011 0.0774193548387097 0.0193548387096774 0.0387096774193548 0 0.0924731182795699 0.0129032258064516 0.00860215053763441 15 118.71816 0.898425897847943 1.00040370617388 0.880371864293705 2.46666666667 0.648888888889 3 4 0.183588905427 0.431497821469 0.284234850802 0.133333333333 0.133333333333 56 3 0 68 51 58 0 62 107 71 36 9 18 0 43 6 4 15 1.898369453012 0.126557963534 0.8371740140034 0.01723241730788 0.198502926928464 0.302222222222222 64
12 0 0 141 0.0969387755102041 0.0821995464852608 0 0.486961451247166 0.126984126984127 0.0634920634920635 0.0674603174603175 0.00283446712018141 0.032312925170068 0.000566893424036281 0.0357142857142857 0.00396825396825397 0.000566893424036281 28 224.686476 0.904418901444817 1.67355491764784 0.700206236348894 2.57142857143 0.387755102041 3 3 0.597176848126 0.508568184855 1.19351818889 0.0714285714286 0.357142857143 12 4.25 0 141 171 145 0 859 224 112 119 5 57 1 63 7 1 28 1.492080399112 0.05328858568255 0.5436102491965 0.01557153464302 0.684380438291158 0.17984693877551 65
105 0 0 69 0.144486692015209 0.188212927756654 0 0.247148288973384 0.252851711026616 0.0836501901140684 0.0665399239543726 0 0 0 0.0171102661596958 0 0 15 122.119 0.910691980263718 1.44870631990508 0.705067258126927 2.4 0.506666666667 3 3 -0.277472894733 0.62536314826 0.961284855206 0.133333333333 0 105 3 0 69 76 99 0 130 133 44 35 0 0 0 9 0 0 15 1.551015920212 0.1034010613476 0.5512654864294 0.03449884210412 0.296104107522672 0.306666666666667 66
19 0 0 462 0.0809426229508197 0.218693078324226 0.00102459016393443 0.263888888888889 0.278574681238616 0.0579462659380692 0.052367941712204 0.0140027322404372 0.00990437158469945 0.00239071038251366 0.0136612021857923 0.00330145719489982 0.00330145719489982 38 309.646665 0.911082810254629 1.49158144727301 0.737061391733007 2 0.210526315789 2 3 -0.346751355275 0.0764753197951 0.104513651789 0.105263157895 0.0789473684211 19 3 0 462 711 1921 9 2318 2447 509 460 123 87 21 120 29 29 38 2.556704897736 0.0672817078351 0.4219629909378 0.0255544980583 0.289428935622556 0.31994459833795 67
78 0 0 91 0.0922330097087379 0.181229773462783 0 0.0809061488673139 0.160194174757282 0.213592233009709 0.0922330097087379 0.0323624595469256 0 0 0.124595469255663 0.0226537216828479 0 15 143.832 0.98176426035241 1.38377947239126 0.865768876193498 2.26666666667 0.462222222222 2 3 -0.732187199725 0.0449146406474 0.385028194996 0.133333333333 0 78 3 0 91 57 112 0 50 99 132 57 20 0 0 77 14 0 15 1.59638529905 0.1064256866036 0.6276879972828 0.0262314849604 0.177551073814724 0.404444444444444 68
88 0 0 226 0.123395565927655 0.192532088681447 0 0.347141190198366 0.292882147024504 0.0134189031505251 0.0256709451575263 0.00116686114352392 0.000875145857642941 0 0.00262543757292882 0 0.00029171528588098 29 286.4678 0.994677814902779 1.54207814633563 0.844973460763403 2.13793103448 0.325802615933 2 3 0.0225428415875 -0.0173357317936 0.1606558242 0.103448275862 0.206896551724 88 3 0 226 423 660 0 1190 1004 46 88 4 3 0 9 0 1 29 2.25333265686 0.07770112609864 0.5411671590944 0.0242242761376 0.339502910429692 0.268727705112961 69
41 0 0 69 0.0901639344262295 0.0655737704918033 0 0.516393442622951 0.304644808743169 0.00683060109289617 0.0136612021857923 0 0 0 0.00273224043715847 0 0 20 204.77 1.01023633462413 1.68484536164441 0.778030596269026 2.1 0.29 2 3 0.118505535798 0.283400529868 0.874929011791 0.1 0.35 41 3 0 69 66 48 0 378 223 5 10 0 0 0 2 0 0 20 1.20796903944 0.06039845197202 0.4190345811634 0.02054999317298 0.430569608954579 0.1725 70
42 0 0 43 0.0706806282722513 0.0837696335078534 0 0.510471204188482 0.31413612565445 0.00261780104712042 0.0157068062827225 0 0 0 0.00261780104712042 0 0 15 156.831 1.01934065259795 1.78211414747907 0.837412556645574 2.06666666667 0.195555555556 2 3 0.391686507962 0.930662847305 1.53025496766 0.0666666666667 0.333333333333 42 3 0 43 27 32 0 195 120 1 6 0 0 0 1 0 0 15 0.3416671689034 0.02277781126022 0.1994985415104 0.01015490195664 0.419129307741976 0.191111111111111 71
38 0 0 39 0.144628099173554 0.115702479338843 0 0.338842975206612 0.305785123966942 0.0413223140495868 0.0413223140495868 0 0 0 0.012396694214876 0 0 15 165.63 1.04304774280412 1.26631011042624 0.963157958516083 2.13333333333 0.515555555556 2 3 0.171857799318 0.359523604746 1.40392078949 0.2 0.0666666666667 38 3 0 39 35 28 0 82 74 10 10 0 0 0 3 0 0 15 1.677039475954 0.1118026317302 0.4609341373994 0.02451975531292 0.323892878623485 0.173333333333333 72
70 0 0 101 0.114961961115807 0.0794590025359256 0 0.535080304311074 0.180896027049873 0.0253592561284869 0.0126796280642434 0.00929839391377853 0.0270498732037194 0 0.00169061707523246 0 0.0135249366018597 26 288.205957 1.04472960513967 1.66517746315803 0.911361734675754 2.61538461538 0.467455621302 3 4 0.920854060394 0.0593140443849 1.0939315812 0.0769230769231 0.423076923077 70 3 0 101 136 94 0 633 214 30 15 11 32 0 2 0 16 26 1.340950492586 0.05157501894562 0.4413397770284 0.01909462243874 0.597469636981516 0.149408284023669 73
50 0 0 21 0.0441176470588235 0.132352941176471 0 0 0.0588235294117647 0.323529411764706 0.176470588235294 0.0147058823529412 0 0 0.25 0 0 6 67.331 1.05006381427248 0.86876195821205 1.07873948872632 2 0.333333333333 2 3 -1.41421356237 -0.580547281756 -0.3577708764 0.166666666667 0 50 3 0 21 3 9 0 0 4 22 12 1 0 0 17 0 0 6 0.7696481496744 0.1282746916122 0.5441848672122 0.04509265649242 0 0.583333333333333 74
47 0 0 36 0.092 0.104 0 0.48 0.228 0.028 0.056 0 0 0 0.012 0 0 13 149.6 1.0609882412219 1.40936947045338 0.860936620700094 1.92307692308 0.378698224852 2 3 0.511096101829 -0.492208850241 0.714325333467 0.230769230769 0.307692307692 47 3 0 36 23 26 0 120 57 7 14 0 0 0 3 0 0 13 1.569185211698 0.1207065547462 0.3659944718906 0.0471201796029 0.492098410689315 0.21301775147929 75
35 0 0 111 0.0690221857025472 0.200493015612161 0 0.412489728841413 0.254724732949877 0.0320460147904684 0.0139687756778965 0.00821692686935086 0.000821692686935086 0 0.00410846343467543 0 0.00410846343467543 20 239.73 1.07869238972221 2.21129945722985 0.608092310784581 2.5 0.35 3 3 -0.209874519022 0.623037530335 0.832557293982 0.05 0.15 35 3 0 111 84 244 0 502 310 39 17 10 1 0 5 0 5 20 0.5821663614488 0.02910831807244 0.359689646207 0.01170930080218 0.418194335406903 0.2775 76.5
36 0 0 111 0.0690221857025472 0.200493015612161 0 0.412489728841413 0.254724732949877 0.0320460147904684 0.0139687756778965 0.00821692686935086 0.000821692686935086 0 0.00410846343467543 0 0.00410846343467543 20 239.73 1.07869238972221 2.21129945722985 0.608092310784581 2.5 0.35 3 3 -0.209874519022 0.623037530335 0.832557293982 0.05 0.15 36 3 0 111 84 244 0 502 310 39 17 10 1 0 5 0 5 20 0.5817016923314 0.02908508461658 0.359430093734 0.01169850518932 0.418194335406903 0.2775 76.5
113 0 0 38 0.102150537634409 0.134408602150538 0 0.193548387096774 0.188172043010753 0.155913978494624 0.0967741935483871 0.010752688172043 0.021505376344086 0.00537634408602151 0.0860215053763441 0 0.00537634408602151 11 147.736 1.12809365102084 1.30102999566398 1.10631331228285 2.54545454545 0.429752066116 3 3 -0.0647257674613 0.554972896402 1.43548725619 0.0909090909091 0 113 3 0 38 19 25 0 36 35 29 18 2 4 1 16 0 1 11 0.7892184004896 0.07174712731722 0.5536845578236 0.02355338426662 0.3071903043688 0.31404958677686 78
98 0 0 129 0.0808709175738725 0.237169517884914 0 0.277604976671851 0.242612752721617 0.0552099533437014 0.0684292379471229 0.0101088646967341 0.0101088646967341 0 0.0147744945567652 0 0.0031104199066874 19 263.519 1.14205833281742 2.07953035084307 0.137391349911913 2 0.210526315789 2 3 -0.704296390367 0.0427766192334 0.0930951375701 0.105263157895 0 98 3 0 129 104 305 0 357 312 71 88 13 13 0 19 0 4 19 1.47008070581 0.07737266872676 0.4936821330264 0.02839508469152 0.33127152374938 0.357340720221607 79
15 0 0 58 0.130177514792899 0.0611439842209073 0 0.282051282051282 0.455621301775148 0.0414201183431953 0.0216962524654832 0 0 0 0.00788954635108481 0 0 20 282.373 1.14979317224128 1.45479533237517 1.02218599776485 2 0.4 2 3 1.28771517769 1.43136482939 0.100038288588 0.2 0.15 15 4.25 0 58 66 31 0 143 231 21 11 0 0 0 4 0 0 20 1.7779310152505 0.08889655076252 0.26411035165975 0.04509310053825 0.209259622308336 0.145 80
64 0 0 545 0.0745323097562793 0.148319296414996 0 0.392487143176567 0.308936423939778 0.025340985317135 0.0297383915927555 0.00588805247074607 0.005068197063427 0.000223596929268838 0.00708056942684654 0.00149064619512559 0.000894387717075352 49 692.745751 1.15037779066255 1.71090703562061 0.99581355868119 2.20408163265 0.36651395252 2 3 -0.0154885629986 0.277289455207 0.590803396764 0.102040816327 0.0816326530612 64 3 0 545 1000 1990 0 5266 4145 340 399 79 68 3 95 20 12 49 2.504876711546 0.05111993288864 0.3129097301962 0.02137109228546 0.356111238531115 0.226988754685548 81
60 0 0 43 0.226337448559671 0.11522633744856 0 0.246913580246914 0.246913580246914 0.0699588477366255 0.0699588477366255 0 0 0 0.0246913580246914 0 0 15 216.402 1.15917001117252 1.3095556497251 1.08834875228853 2 0.533333333333 2 3 -0.246257864737 -0.729601784021 0.197982886906 0.266666666667 0.133333333333 60 3 0 43 55 28 0 60 60 17 17 0 0 0 6 0 0 15 3.047301346548 0.2031534231032 0.5464476217864 0.07831916903672 0.301029995663981 0.191111111111111 82
74 0 0 83 0.104895104895105 0.0862470862470862 0 0.46969696969697 0.212121212121212 0.0372960372960373 0.0687645687645688 0.00233100233100233 0 0 0.013986013986014 0 0.00466200466200466 19 295.2562 1.19144542505336 1.73578646801722 1.04001842124517 2.47368421053 0.459833795014 3 3 0.605614756522 -0.187810927099 0.379110721843 0.105263157895 0.368421052632 74 3 0 83 90 74 0 403 182 32 59 2 0 0 12 0 4 19 1.335921945034 0.0703116813176 0.4495739023566 0.02569259648952 0.507084478097106 0.229916897506925 83
75 0 0 84 0.112941176470588 0.0917647058823529 0 0.449411764705882 0.218823529411765 0.0352941176470588 0.0682352941176471 0.00235294117647059 0.00235294117647059 0 0.0141176470588235 0 0.00470588235294118 19 319.002 1.22503980494605 1.72411195396121 1.09801630914885 2.47368421053 0.459833795014 3 3 0.585571710673 -0.410535829577 0.315005035964 0.105263157895 0.368421052632 75 3 0 84 96 78 0 382 186 30 58 2 2 0 12 0 4 19 1.337129628382 0.07037524359918 0.4499804513424 0.02571580739412 0.484835391493103 0.232686980609418 84
91 0 0 52 0.106521739130435 0.0543478260869565 0 0.365217391304348 0.406521739130435 0.0260869565217391 0.0326086956521739 0 0 0 0.00869565217391304 0 0 16 271.769 1.23007993369654 1.68859110315648 0.804434770314477 1.875 0.359375 2 3 0.644526927128 0.692628807711 0.822942636094 0.25 0.0625 91 3 0 52 49 25 0 168 187 12 15 0 0 0 4 0 0 16 1.911146832904 0.1194466770564 0.2879113073452 0.06329180029344 0.278386746518595 0.203125 85
81 0 0 56 0.0993227990970655 0.126410835214447 0 0.397291196388262 0.293453724604966 0.0293453724604966 0.0203160270880361 0.00677200902934537 0.0112866817155756 0 0.0090293453724605 0 0.00677200902934537 16 272.681 1.23153489535674 1.66517746315803 1.1095472113967 2.25 0.4375 2 3 0.480246564251 0.460847790882 0.17386030383 0.125 0.3125 81 3 0 56 44 56 0 176 130 13 9 3 5 0 4 0 3 16 1.078138677992 0.06738366737436 0.3356076839814 0.0290659507162 0.371778074174743 0.21875 86
99 0 0 14 0.087719298245614 0.140350877192982 0 0.280701754385965 0.298245614035088 0.105263157894737 0.0526315789473684 0 0 0 0.0350877192982456 0 0 7 120.216 1.2348642333865 1.33745926129066 1.21513504548026 2.57142857143 0.530612244898 3 3 0.0876950950025 1.38455036546 1.0393492741 0.142857142857 0 99 3 0 14 5 8 0 16 17 6 3 0 0 0 2 0 0 7 0.3412486760258 0.04874981086082 0.192244990589 0.02483394757282 0.288065018499614 0.285714285714286 87
111 0 0 224 0.108683314415437 0.132519863791146 0 0.426503972758229 0.274687854710556 0.018161180476731 0.0320658342792281 0.000283768444948922 0.00283768444948922 0 0.00368898978433598 0 0.000567536889897843 33 568.843 1.23647847828924 1.8472239732057 1.14024034058932 2.33333333333 0.40404040404 2 3 0.230697693949 0.56842930647 0.68356614297 0.0606060606061 0.121212121212 111 3 0 224 383 467 0 1503 968 64 113 1 10 0 13 0 2 33 1.689005637028 0.05118198900082 0.6246488898604 0.01418412442928 0.406997388093686 0.205693296602387 88
34 0 0 168 0.0686860068259386 0.148464163822526 0 0.376279863481229 0.319965870307167 0.0264505119453925 0.0409556313993174 0.00341296928327645 0.00639931740614334 0 0.00767918088737201 0 0.00170648464163823 25 446.07888 1.2514716529991 2.27205405694442 0.494976167793637 2.08 0.2336 2 3 0.372762783875 0.636204431515 0.946591246611 0.08 0.04 34 3 0 168 161 348 0 882 750 62 96 8 15 0 18 0 4 25 0.988057495273 0.0395222998109 0.301952652486 0.01670226914352 0.337658891026142 0.2688 89
58 0 0 28 0.109090909090909 0.172727272727273 0 0.0909090909090909 0.245454545454545 0.190909090909091 0.127272727272727 0 0 0 0.0636363636363636 0 0 9 167.399 1.26951034985868 1.76189778239907 0.869290404209398 1.88888888889 0.320987654321 2 3 -0.332386062984 -0.213897258985 0.577380189683 0.222222222222 0 58 3 0 28 12 19 0 10 27 21 14 0 0 0 7 0 0 9 1.595120626068 0.1772356251182 0.5713843528626 0.06462170290578 0.136837959908008 0.345679012345679 90
4 0 0 56 0.116915422885572 0.131840796019901 0 0.310945273631841 0.211442786069652 0.082089552238806 0.0572139303482587 0.0248756218905473 0.00248756218905473 0.00746268656716418 0.0472636815920398 0.00497512437810945 0.00248756218905473 13 312.85454 1.38139910933338 2.47712125471966 0.0298752939729702 2.38461538462 0.390532544379 2 3 0.75984375 0.758571030423 0.171172794304 0.0769230769231 0 4 4.25 0 56 47 53 0 125 85 33 23 10 1 3 19 2 1 13 0.37415440369145 0.02878110797627 0.21420302290345 0.01332928173234 0.392800369019627 0.331360946745562 91
22 0 0 36 0.176795580110497 0.287292817679558 0 0.116022099447514 0.30939226519337 0.0662983425414365 0.0276243093922652 0 0 0 0.0165745856353591 0 0 10 256.397 1.40891293936836 1.96614173273903 0.950589976733559 2 0.4 2 3 -0.410158627173 -0.272525800226 -0.510690383587 0.2 0 22 3 0 36 32 52 0 21 56 12 5 0 0 0 3 0 0 10 1.368635376312 0.1368635376312 0.5078862487808 0.0441078598435 0.138302698166281 0.36 92
13 0 0 63 0.135523613963039 0.15605749486653 0 0.305954825462012 0.275154004106776 0.0513347022587269 0.0492813141683778 0.00616016427104723 0.00410677618069815 0.00205338809034908 0.0102669404517454 0 0.00410677618069815 15 429.668 1.45704175126974 2.24735942246894 0.767829199842279 2.2 0.426666666667 2 3 -0.379164858414 -0.0913499076177 0.330164078636 0.133333333333 0.133333333333 13 4.25 0 63 66 76 0 149 134 25 24 3 2 1 5 0 2 15 0.9854787271815 0.06569858181211 0.305988128003 0.02873095932118 0.324681637159483 0.28 93
92 0 0 162 0.151425762045231 0.185349065880039 0.00147492625368732 0.35693215339233 0.267453294001967 0.0206489675516224 0.0137659783677483 0 0 0 0.00294985250737463 0 0 26 827.68 1.50288911309356 1.62576503395 1.49088978438848 2.53846153846 0.402366863905 3 3 -0.412945280011 0.257571307232 0.503405708428 0.0769230769231 0.0384615384615 92 3 0 162 308 377 3 726 544 42 28 0 0 0 6 0 0 26 1.163980367174 0.04476847566052 0.3789528992058 0.01691977369842 0.368204821257777 0.239644970414201 94
46 0 0 15 0.21875 0.078125 0 0.234375 0.40625 0.046875 0 0 0 0 0.015625 0 0 9 296.9 1.51836768815687 1.92133959488839 0.890234666306543 1.88888888889 0.543209876543 2 3 -0.602350221011 0.13094570022 0.5 0.333333333333 0 46 3 0 15 14 5 0 15 26 3 0 0 0 0 1 0 0 9 1.534859274412 0.170539919379 0.311151831939 0.10023396309884 0.197810508748918 0.185185185185185 95
61 0 0 354 0.153610685960762 0.103241964658411 0 0.273688604424656 0.421733685821622 0.0249060804229859 0.0137748712953945 0.00417420342284681 0.000973980798664255 0.000139140114094894 0.00347850285237234 0.000139140114094894 0.000139140114094894 45 2421.1 1.73080021393605 2.36961006979764 1.17010306900727 2.02222222222 0.377283950617 2 3 0.482429223026 0.763089707428 0.590780910127 0.177777777778 0.0444444444444 61 3 0 354 1104 742 0 1967 3031 179 99 30 7 1 25 1 1 45 2.88020805394 0.06400462342084 0.2052080174788 0.0334741598408 0.217210315422809 0.174814814814815 96
71 0 0 24 0.220472440944882 0.110236220472441 0 0.377952755905512 0.118110236220472 0.0551181102362205 0.094488188976378 0 0 0 0.0236220472440945 0 0 11 602.158 1.73831777540987 2.24951264837795 1.43828033947774 2.27272727273 0.561983471074 2 3 0.913822115852 -0.334536793575 0.59497439823 0.181818181818 0.454545454545 71 3 0 24 28 14 0 48 15 7 12 0 0 0 3 0 0 11 1.428907428712 0.1299006753376 0.4934454728498 0.04911294255702 0.6232492903979 0.198347107438017 97
104 0 0 38 0.138157894736842 0.0921052631578947 0 0.453947368421053 0.315789473684211 0 0 0 0 0 0 0 0 13 724.81 1.74628082424213 2.39036008084307 1.32682165627683 2.15384615385 0.437869822485 2 3 0.472648958203 -0.296805874907 0.0579761290699 0.153846153846 0.307692307692 104 3 0 38 42 28 0 138 96 0 0 0 0 0 0 0 0 13 1.04536929815 0.08041302293458 0.3316843345774 0.03472732990868 0.386944624370574 0.224852071005917 98
1 0 0 58 0.141052631578947 0.122105263157895 0 0.36 0.311578947368421 0.0315789473684211 0.0252631578947368 0 0 0 0.00842105263157895 0 0 18 1071.421 1.77468764924904 2.34394890986862 1.5951323202236 2.55555555556 0.58024691358 3 4 0.771869348721 1.09865237714 1.02197360287 0.111111111111 0.111111111111 1 3.88461538461538 0 58 67 58 0 171 148 15 12 0 0 0 4 0 0 18 1.48426809906923 0.0824593388371039 0.5551301455105 0.0233754880029269 0.333528967662224 0.179012345679012 99
62 0 0 297 0.149393887655796 0.0887826532354448 0 0.279494621820044 0.448523134710603 0.0174150589038757 0.00853679358033123 0.00495134027659211 0.000170735871606625 0 0.00204883045927949 0 0.000682943486426498 42 2805.53 1.82476562664948 2.45379595417403 1.19364013975851 2.02380952381 0.404195011338 2 3 0.589451611928 1.18891539967 0.563683807033 0.190476190476 0.047619047619 62 3 0 297 875 520 0 1637 2627 102 50 29 1 0 12 0 4 42 2.791922970226 0.06647435643392 0.1993851272138 0.03520123389754 0.210357123232446 0.168367346938776 100.5
89 0 0 297 0.149393887655796 0.0887826532354448 0 0.279494621820044 0.448523134710603 0.0174150589038757 0.00853679358033123 0.00495134027659211 0.000170735871606625 0 0.00204883045927949 0 0.000682943486426498 42 2805.53 1.82476562664948 2.45379595417403 1.19364013975851 2.02380952381 0.404195011338 2 3 0.589451611928 1.18891539967 0.563683807033 0.190476190476 0.047619047619 89 3 0 297 875 520 0 1637 2627 102 50 29 1 0 12 0 4 42 2.795868043786 0.06656828675682 0.1995284839928 0.035283534466 0.210357123232446 0.168367346938776 100.5
40 0 0 40 0.182170542635659 0.0968992248062016 0 0.193798449612403 0.418604651162791 0.0542635658914729 0.0387596899224806 0 0 0 0.0155038759689922 0 0 15 1083.114 1.85858291037237 2.24235504914586 1.54318050048914 1.93333333333 0.462222222222 2 3 0.260822645489 0.536431492696 -0.466172684908 0.266666666667 0.133333333333 40 3 0 40 47 25 0 50 108 14 10 0 0 0 4 0 0 15 2.604403864344 0.1736269242894 0.444583747613 0.07509717035358 0.165233331467473 0.177777777777778 102
72 0 0 15 0.197368421052632 0.0394736842105263 0 0.25 0.513157894736842 0 0 0 0 0 0 0 0 11 891.3 1.90863122136525 2.2692793897719 1.32428245529769 1.81818181818 0.512396694215 2 3 0.976412872954 0.837136452088 -0.509116882454 0.363636363636 0.0909090909091 72 3 0 15 15 3 0 19 39 0 0 0 0 0 0 0 0 11 2.630861581786 0.2391692347076 0.4546320981916 0.1160475984314 0.172363386536438 0.12396694214876 103
